INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000001', 'RD001', TO_TIMESTAMP('2025-05-20 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-21 00:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD001', 1541.48, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000061', 'RD061', TO_TIMESTAMP('2025-04-24 10:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-24 14:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD061', 1855.75, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000062', 'RD062', TO_TIMESTAMP('2025-04-04 17:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-04 22:56', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD062', 753.09, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000063', 'RD063', TO_TIMESTAMP('2025-05-17 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-17 10:41', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD063', 1764.55, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000064', 'RD064', TO_TIMESTAMP('2025-03-02 18:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 01:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD064', 1432.88, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000065', 'RD065', TO_TIMESTAMP('2025-03-23 14:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-23 19:57', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD065', 1383.83, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000066', 'RD066', TO_TIMESTAMP('2025-05-11 14:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-11 19:22', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD066', 348.17, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000067', 'RD067', TO_TIMESTAMP('2025-03-08 19:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-09 02:33', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD067', 227.11, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000068', 'RD068', TO_TIMESTAMP('2025-04-26 07:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-26 11:08', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD068', 229.17, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000069', 'RD069', TO_TIMESTAMP('2025-04-07 09:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-07 13:22', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD069', 403.25, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000070', 'RD070', TO_TIMESTAMP('2025-04-02 19:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-03 00:07', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD070', 442.62, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000071', 'RD071', TO_TIMESTAMP('2025-03-29 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-30 03:15', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD071', 839.76, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000072', 'RD072', TO_TIMESTAMP('2025-05-24 17:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-24 21:16', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD072', 528.37, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000073', 'RD073', TO_TIMESTAMP('2025-04-30 19:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-30 22:51', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD073', 1266.42, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000074', 'RD074', TO_TIMESTAMP('2025-04-30 06:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-30 10:15', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD074', 1332.15, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000075', 'RD075', TO_TIMESTAMP('2025-03-08 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-08 14:16', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD075', 1390.21, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000076', 'RD076', TO_TIMESTAMP('2025-05-15 06:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-15 11:13', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD076', 731.4, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000077', 'RD077', TO_TIMESTAMP('2025-05-05 20:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-05 22:09', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD077', 225.47, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000078', 'RD078', TO_TIMESTAMP('2025-05-07 15:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-07 19:54', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD078', 978.41, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000079', 'RD079', TO_TIMESTAMP('2025-04-27 11:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-27 13:49', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD079', 1004.36, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000080', 'RD080', TO_TIMESTAMP('2025-05-16 10:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-16 16:16', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD080', 1274.8, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000081', 'RD081', TO_TIMESTAMP('2025-03-07 20:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-08 03:59', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD081', 1699.87, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000082', 'RD082', TO_TIMESTAMP('2025-03-14 16:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-14 18:32', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD082', 1092.86, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000083', 'RD083', TO_TIMESTAMP('2025-05-20 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-20 23:18', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD083', 510.1, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000084', 'RD084', TO_TIMESTAMP('2025-03-12 19:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-13 02:48', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD084', 282.69, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000085', 'RD085', TO_TIMESTAMP('2025-04-19 06:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-19 12:07', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD085', 836.98, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000086', 'RD086', TO_TIMESTAMP('2025-03-09 19:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-10 01:05', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD086', 236.92, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000087', 'RD087', TO_TIMESTAMP('2025-03-09 06:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-09 10:02', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD087', 871.97, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000088', 'RD088', TO_TIMESTAMP('2025-03-03 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 17:04', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD088', 900.7, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000089', 'RD089', TO_TIMESTAMP('2025-03-03 12:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-03 20:04', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD089', 1152.61, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000090', 'RD090', TO_TIMESTAMP('2025-05-24 19:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-25 01:30', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD090', 1890.37, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000091', 'RD091', TO_TIMESTAMP('2025-05-28 19:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-29 01:54', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD091', 886.07, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000092', 'RD092', TO_TIMESTAMP('2025-05-30 12:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-30 14:12', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD092', 1835.15, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000093', 'RD093', TO_TIMESTAMP('2025-05-25 19:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-26 01:54', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD093', 1793.57, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000094', 'RD094', TO_TIMESTAMP('2025-03-09 18:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-09 20:56', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD094', 319.52, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000095', 'RD095', TO_TIMESTAMP('2025-03-18 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-18 10:44', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD095', 1636.85, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000096', 'RD096', TO_TIMESTAMP('2025-05-13 07:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-13 11:19', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD096', 332.75, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000097', 'RD097', TO_TIMESTAMP('2025-03-08 13:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-08 19:24', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD097', 1587.31, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000098', 'RD098', TO_TIMESTAMP('2025-03-25 16:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-25 22:25', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD098', 497.74, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000099', 'RD099', TO_TIMESTAMP('2025-03-11 19:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-11 22:26', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD099', 336.01, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000100', 'RD100', TO_TIMESTAMP('2025-05-12 15:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-12 21:29', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD100', 645.05, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000101', 'RD101', TO_TIMESTAMP('2025-05-30 15:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-30 21:52', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD101', 231.6, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000102', 'RD102', TO_TIMESTAMP('2025-05-03 09:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-03 17:25', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD102', 1731.53, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000103', 'RD103', TO_TIMESTAMP('2025-05-03 14:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-03 21:35', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD103', 222.51, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000104', 'RD104', TO_TIMESTAMP('2025-03-01 15:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-01 23:13', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD104', 886.61, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000105', 'RD105', TO_TIMESTAMP('2025-05-16 13:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-16 16:14', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD105', 668.97, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000106', 'RD106', TO_TIMESTAMP('2025-05-20 09:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-20 16:35', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD106', 777.11, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000107', 'RD107', TO_TIMESTAMP('2025-04-20 17:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-20 22:21', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD107', 1084.02, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000108', 'RD108', TO_TIMESTAMP('2025-04-16 10:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-16 16:53', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD108', 311.82, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000109', 'RD109', TO_TIMESTAMP('2025-04-14 15:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-14 19:09', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD109', 1405.86, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000110', 'RD110', TO_TIMESTAMP('2025-03-04 15:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-04 22:03', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD110', 712.87, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000111', 'RD111', TO_TIMESTAMP('2025-03-06 19:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-06 22:35', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD111', 1153.45, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000112', 'RD112', TO_TIMESTAMP('2025-04-03 09:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-04-03 15:04', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD112', 365.11, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000113', 'RD113', TO_TIMESTAMP('2025-03-03 18:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-04 01:17', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD113', 1124.7, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000114', 'RD114', TO_TIMESTAMP('2025-03-27 20:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-28 01:50', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD114', 1618.04, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000115', 'RD115', TO_TIMESTAMP('2025-03-04 13:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-04 19:59', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD115', 1379.89, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000116', 'RD116', TO_TIMESTAMP('2025-03-16 20:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-17 00:53', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD116', 1296.91, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000117', 'RD117', TO_TIMESTAMP('2025-05-24 08:00', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-24 10:59', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD117', 1521.9, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000118', 'RD118', TO_TIMESTAMP('2025-03-05 17:45', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-05 23:04', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD118', 1607.49, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000119', 'RD119', TO_TIMESTAMP('2025-05-23 18:15', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-05-23 20:30', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD119', 1454.8, SYSTIMESTAMP, SYSTIMESTAMP);
INSERT INTO busSchedule (busScheduleId, routeDriverAssignmentId, plannedDepartureTime, plannedArrivalTime, status, remarks, expectedProfit, createdAt, updatedAt) VALUES ('S000120', 'RD120', TO_TIMESTAMP('2025-03-16 08:30', 'YYYY-MM-DD HH24:MI'), TO_TIMESTAMP('2025-03-16 14:10', 'YYYY-MM-DD HH24:MI'), 'Planned', 'Generated schedule for RD120', 683.99, SYSTIMESTAMP, SYSTIMESTAMP);
